State,Year,Resource Type,Consumption
Virginia,1965,Wind,0
Virginia,1970,Wind,0
Virginia,1971,Wind,0
Virginia,1972,Wind,0
Virginia,1973,Wind,0
Virginia,1974,Wind,0
Virginia,1975,Wind,0
Virginia,1976,Wind,0
Virginia,1977,Wind,0
Virginia,1978,Wind,0
Virginia,1979,Wind,0
Virginia,1980,Wind,0
Virginia,1981,Wind,0
Virginia,1982,Wind,0
Virginia,1983,Wind,0
Virginia,1984,Wind,0
Virginia,1985,Wind,0
Virginia,1986,Wind,0
Virginia,1987,Wind,0
Virginia,1988,Wind,0
Virginia,1989,Wind,0
Virginia,1990,Wind,0
Virginia,1991,Wind,0
Virginia,1992,Wind,0
Virginia,1993,Wind,0
Virginia,1994,Wind,0
Virginia,1995,Wind,0
Virginia,1996,Wind,0
Virginia,1997,Wind,0
Virginia,1998,Wind,0
Virginia,1999,Wind,0
Virginia,2000,Wind,0
Virginia,2001,Wind,0
Virginia,2002,Wind,0
Virginia,2003,Wind,0
Virginia,2004,Wind,0
Virginia,2005,Wind,0
Virginia,2006,Wind,0
Virginia,2007,Wind,0
Virginia,2008,Wind,0
Virginia,2009,Wind,0
Virginia,2010,Wind,0
Virginia,2011,Wind,0
Virginia,2012,Wind,0
Virginia,2013,Wind,0
Virginia,2014,Wind,0
Virginia,2015,Wind,0
Virginia,2016,Wind,0
Washington,1960,Wind,0
Washington,1965,Wind,0
Washington,1970,Wind,0
Washington,1971,Wind,0
Washington,1972,Wind,0
Washington,1973,Wind,0
Washington,1974,Wind,0
Washington,1975,Wind,0
Washington,1976,Wind,0
Washington,1977,Wind,0
Washington,1978,Wind,0
Washington,1979,Wind,0
Washington,1980,Wind,0
Washington,1981,Wind,0
Washington,1982,Wind,0
Washington,1983,Wind,0
Washington,1984,Wind,0
Washington,1985,Wind,0
Washington,1986,Wind,0
Washington,1987,Wind,0
Washington,1988,Wind,0
Washington,1989,Wind,0
Washington,1990,Wind,0
Washington,1991,Wind,0
Washington,1992,Wind,0
Washington,1993,Wind,0
Washington,1994,Wind,0
Washington,1995,Wind,0
Washington,1996,Wind,0
Washington,1997,Wind,0
Washington,1998,Wind,0
Washington,1999,Wind,0
Washington,2000,Wind,0
Washington,2001,Wind,0
Washington,2002,Wind,4.2
Washington,2003,Wind,6.1
Washington,2004,Wind,7.4
Washington,2005,Wind,5
Washington,2006,Wind,10.3
Washington,2007,Wind,24.1
Washington,2008,Wind,36
Washington,2009,Wind,34.9
Washington,2010,Wind,46.3
Washington,2011,Wind,60.8
Washington,2012,Wind,62.8
Washington,2013,Wind,66.8
Washington,2014,Wind,69.1
Washington,2015,Wind,65.9
Washington,2016,Wind,74.2
West Virginia,1960,Wind,0
West Virginia,1965,Wind,0
West Virginia,1970,Wind,0
West Virginia,1971,Wind,0
West Virginia,1972,Wind,0
West Virginia,1973,Wind,0
West Virginia,1974,Wind,0
West Virginia,1975,Wind,0
West Virginia,1976,Wind,0
West Virginia,1977,Wind,0
West Virginia,1978,Wind,0
West Virginia,1979,Wind,0
West Virginia,1980,Wind,0
West Virginia,1981,Wind,0
West Virginia,1982,Wind,0
West Virginia,1983,Wind,0
West Virginia,1984,Wind,0
West Virginia,1985,Wind,0
West Virginia,1986,Wind,0
West Virginia,1987,Wind,0
West Virginia,1988,Wind,0
West Virginia,1989,Wind,0
West Virginia,1990,Wind,0
West Virginia,1991,Wind,0
West Virginia,1992,Wind,0
West Virginia,1993,Wind,0
West Virginia,1994,Wind,0
West Virginia,1995,Wind,0
West Virginia,1996,Wind,0
West Virginia,1997,Wind,0
West Virginia,1998,Wind,0
West Virginia,1999,Wind,0
West Virginia,2000,Wind,0
West Virginia,2001,Wind,0
West Virginia,2002,Wind,0.1
West Virginia,2003,Wind,1.7
West Virginia,2004,Wind,1.6
West Virginia,2005,Wind,1.5
West Virginia,2006,Wind,1.7
West Virginia,2007,Wind,1.7
West Virginia,2008,Wind,3.9
West Virginia,2009,Wind,7.2
West Virginia,2010,Wind,9.2
West Virginia,2011,Wind,10.7
West Virginia,2012,Wind,12.2
West Virginia,2013,Wind,13.2
West Virginia,2014,Wind,13.8
West Virginia,2015,Wind,12.8
West Virginia,2016,Wind,13.2
Wisconsin,1960,Wind,0
Wisconsin,1965,Wind,0
Wisconsin,1970,Wind,0
Wisconsin,1971,Wind,0
Wisconsin,1972,Wind,0
Wisconsin,1973,Wind,0
Wisconsin,1974,Wind,0
Wisconsin,1975,Wind,0
Wisconsin,1976,Wind,0
Wisconsin,1977,Wind,0
Wisconsin,1978,Wind,0
Wisconsin,1979,Wind,0
Wisconsin,1980,Wind,0
Wisconsin,1981,Wind,0
Wisconsin,1982,Wind,0
Wisconsin,1983,Wind,0
Wisconsin,1984,Wind,0
Wisconsin,1985,Wind,0
Wisconsin,1986,Wind,0
Wisconsin,1987,Wind,0
Wisconsin,1988,Wind,0
Wisconsin,1989,Wind,0
Wisconsin,1990,Wind,0
Wisconsin,1991,Wind,0
Wisconsin,1992,Wind,0
Wisconsin,1993,Wind,0
Wisconsin,1994,Wind,0
Wisconsin,1995,Wind,0
Wisconsin,1996,Wind,0
Wisconsin,1997,Wind,0
Wisconsin,1998,Wind,0
Wisconsin,1999,Wind,0
Wisconsin,2000,Wind,0
Wisconsin,2001,Wind,0.7
Wisconsin,2002,Wind,0.5
Wisconsin,2003,Wind,1
Wisconsin,2004,Wind,1
Wisconsin,2005,Wind,0.9
Wisconsin,2006,Wind,1
Wisconsin,2007,Wind,1.1
Wisconsin,2008,Wind,4.8
Wisconsin,2009,Wind,10.3
Wisconsin,2010,Wind,10.6
Wisconsin,2011,Wind,11.5
Wisconsin,2012,Wind,14.8
Wisconsin,2013,Wind,14.9
Wisconsin,2014,Wind,15.4
Wisconsin,2015,Wind,14.8
Wisconsin,2016,Wind,14
Wyoming,1960,Wind,0
Wyoming,1965,Wind,0
Wyoming,1970,Wind,0
Wyoming,1971,Wind,0
Wyoming,1972,Wind,0
Wyoming,1973,Wind,0
Wyoming,1974,Wind,0
Wyoming,1975,Wind,0
Wyoming,1976,Wind,0
Wyoming,1977,Wind,0
Wyoming,1978,Wind,0
Wyoming,1979,Wind,0
Wyoming,1980,Wind,0
Wyoming,1981,Wind,0
Wyoming,1982,Wind,0
Wyoming,1983,Wind,0
Wyoming,1984,Wind,0
Wyoming,1985,Wind,0
Wyoming,1986,Wind,0
Wyoming,1987,Wind,0
Wyoming,1988,Wind,0
Wyoming,1989,Wind,0
Wyoming,1990,Wind,0
Wyoming,1991,Wind,0
Wyoming,1992,Wind,0
Wyoming,1993,Wind,0
Wyoming,1994,Wind,0
Wyoming,1995,Wind,0
Wyoming,1996,Wind,0
Wyoming,1997,Wind,0
Wyoming,1998,Wind,0
Wyoming,1999,Wind,0.1
Wyoming,2000,Wind,2.5
Wyoming,2001,Wind,3.8
Wyoming,2002,Wind,4.6
Wyoming,2003,Wind,3.7
Wyoming,2004,Wind,6.2
Wyoming,2005,Wind,7.2
Wyoming,2006,Wind,7.5
Wyoming,2007,Wind,7.5
Wyoming,2008,Wind,9.5
Wyoming,2009,Wind,21.7
Wyoming,2010,Wind,31.7
Wyoming,2011,Wind,44.8
Wyoming,2012,Wind,41.6
Wyoming,2013,Wind,42.3
Wyoming,2014,Wind,41.9
Wyoming,2015,Wind,35
Wyoming,2016,Wind,40.5
Alabama,1960,Solar,0
Alabama,1965,Solar,0
Alabama,1970,Solar,0
Alabama,1971,Solar,0
Alabama,1972,Solar,0
Alabama,1973,Solar,0
Alabama,1974,Solar,0
Alabama,1975,Solar,0
Alabama,1976,Solar,0
Alabama,1977,Solar,0
Alabama,1978,Solar,0
Alabama,1979,Solar,0
Alabama,1980,Solar,0
Alabama,1981,Solar,0
Alabama,1982,Solar,0
Alabama,1983,Solar,0
Alabama,1984,Solar,0
Alabama,1985,Solar,0
Alabama,1986,Solar,0
Alabama,1987,Solar,0
Alabama,1988,Solar,0
Alabama,1989,Solar,0.1
Alabama,1990,Solar,0.1
Alabama,1991,Solar,0.1
Alabama,1992,Solar,0.1
Alabama,1993,Solar,0.1
Alabama,1994,Solar,0.2
Alabama,1995,Solar,0.1
Alabama,1996,Solar,0.1
Alabama,1997,Solar,0.1
Alabama,1998,Solar,0.1
Alabama,1999,Solar,0.1
Alabama,2000,Solar,0.1
Alabama,2001,Solar,0.1
Alabama,2002,Solar,0.1
Alabama,2003,Solar,0.1
Alabama,2004,Solar,0.1
Alabama,2005,Solar,0.1
Alabama,2006,Solar,0.1
Alabama,2007,Solar,0.1
Alabama,2008,Solar,0.1
Alabama,2009,Solar,0.1
Alabama,2010,Solar,0.1
Alabama,2011,Solar,0.1
Alabama,2012,Solar,0.1
Alabama,2013,Solar,0.1
Alabama,2014,Solar,0.1
Alabama,2015,Solar,0.1
Alabama,2016,Solar,0.4
Alaska,1960,Solar,0
Alaska,1965,Solar,0
Alaska,1970,Solar,0
Alaska,1971,Solar,0
Alaska,1972,Solar,0
Alaska,1973,Solar,0
Alaska,1974,Solar,0
Alaska,1975,Solar,0
Alaska,1976,Solar,0
Alaska,1977,Solar,0
Alaska,1978,Solar,0
Alaska,1979,Solar,0
Alaska,1980,Solar,0
Alaska,1981,Solar,0
Alaska,1982,Solar,0
Alaska,1983,Solar,0
Alaska,1984,Solar,0
Alaska,1985,Solar,0
Alaska,1986,Solar,0
Alaska,1987,Solar,0
Alaska,1988,Solar,0
Alaska,1989,Solar,0
Alaska,1990,Solar,0
Alaska,1991,Solar,0
Alaska,1992,Solar,0
Alaska,1993,Solar,0
Alaska,1994,Solar,0
Alaska,1995,Solar,0
Alaska,1996,Solar,0
Alaska,1997,Solar,0
Alaska,1998,Solar,0
Alaska,1999,Solar,0
Alaska,2000,Solar,0
Alaska,2001,Solar,0
Alaska,2002,Solar,0
Alaska,2003,Solar,0
Alaska,2004,Solar,0
Alaska,2005,Solar,0
Alaska,2006,Solar,0
Alaska,2007,Solar,0
Alaska,2008,Solar,0
Alaska,2009,Solar,0
Alaska,2010,Solar,0
Alaska,2011,Solar,0
Alaska,2012,Solar,0
Alaska,2013,Solar,0
Alaska,2014,Solar,0
Alaska,2015,Solar,0
Alaska,2016,Solar,0
Arizona,1960,Solar,0
Arizona,1965,Solar,0
Arizona,1970,Solar,0
Arizona,1971,Solar,0
Arizona,1972,Solar,0
Arizona,1973,Solar,0
Arizona,1974,Solar,0
Arizona,1975,Solar,0
Arizona,1976,Solar,0
Arizona,1977,Solar,0
Arizona,1978,Solar,0
Arizona,1979,Solar,0
Arizona,1980,Solar,0
Arizona,1981,Solar,0
Arizona,1982,Solar,0
Arizona,1983,Solar,0
Arizona,1984,Solar,0
Arizona,1985,Solar,0
Arizona,1986,Solar,0
Arizona,1987,Solar,0
Arizona,1988,Solar,0
Arizona,1989,Solar,3.5
Arizona,1990,Solar,3.6
Arizona,1991,Solar,3.7
Arizona,1992,Solar,3.7
Arizona,1993,Solar,3.8
Arizona,1994,Solar,3.8
Arizona,1995,Solar,3.8
Arizona,1996,Solar,3.9
Arizona,1997,Solar,3.8
Arizona,1998,Solar,3.7
Arizona,1999,Solar,3.6
Arizona,2000,Solar,3.3
Arizona,2001,Solar,3.1
Arizona,2002,Solar,2.9
Arizona,2003,Solar,2.8
Arizona,2004,Solar,2.7
Arizona,2005,Solar,2.6
Arizona,2006,Solar,2.7
Arizona,2007,Solar,2.7
Arizona,2008,Solar,3.1
Arizona,2009,Solar,3.4
Arizona,2010,Solar,4.5
Arizona,2011,Solar,7.5
Arizona,2012,Solar,17.9
Arizona,2013,Solar,31.4
Arizona,2014,Solar,43.5
Arizona,2015,Solar,48.2
Arizona,2016,Solar,52.8
Arkansas,1960,Solar,0
Arkansas,1965,Solar,0
Arkansas,1970,Solar,0
Arkansas,1971,Solar,0
Arkansas,1972,Solar,0
Arkansas,1973,Solar,0
Arkansas,1974,Solar,0
Arkansas,1975,Solar,0
Arkansas,1976,Solar,0
Arkansas,1977,Solar,0
Arkansas,1978,Solar,0
Arkansas,1979,Solar,0
Arkansas,1980,Solar,0
Arkansas,1981,Solar,0
Arkansas,1982,Solar,0
Arkansas,1983,Solar,0
Arkansas,1984,Solar,0
Arkansas,1985,Solar,0
Arkansas,1986,Solar,0
Arkansas,1987,Solar,0
Arkansas,1988,Solar,0
Arkansas,1989,Solar,1.2
Arkansas,1990,Solar,1.3
Arkansas,1991,Solar,1.3
Arkansas,1992,Solar,1.3
Arkansas,1993,Solar,1.3
Arkansas,1994,Solar,1.3
Arkansas,1995,Solar,1.2
Arkansas,1996,Solar,1.2
Arkansas,1997,Solar,1.1
Arkansas,1998,Solar,1
Arkansas,1999,Solar,0.9
Arkansas,2000,Solar,0.8
Arkansas,2001,Solar,0.6
Arkansas,2002,Solar,0.5
Arkansas,2003,Solar,0.4
Arkansas,2004,Solar,0.2
Arkansas,2005,Solar,0.1
Arkansas,2006,Solar,0.1
Arkansas,2007,Solar,0.1
Arkansas,2008,Solar,0.1
Arkansas,2009,Solar,0.1
Arkansas,2010,Solar,0.1
Arkansas,2011,Solar,0.1
Arkansas,2012,Solar,0.1
Arkansas,2013,Solar,0.1
Arkansas,2014,Solar,0.1
Arkansas,2015,Solar,0.1
Arkansas,2016,Solar,0.4
California,1960,Solar,0
California,1965,Solar,0
California,1970,Solar,0
California,1971,Solar,0
California,1972,Solar,0
California,1973,Solar,0
California,1974,Solar,0
California,1975,Solar,0
California,1976,Solar,0
California,1977,Solar,0
California,1978,Solar,0
California,1979,Solar,0
California,1980,Solar,0
California,1981,Solar,0
California,1982,Solar,0
California,1983,Solar,0
California,1984,Solar,0.1
California,1985,Solar,0.1
California,1986,Solar,0.1
California,1987,Solar,0.1
California,1988,Solar,0.1
California,1989,Solar,19.7
California,1990,Solar,22
California,1991,Solar,23.8
California,1992,Solar,23.6
California,1993,Solar,24.6
California,1994,Solar,25.1
California,1995,Solar,25.3
California,1996,Solar,25.6
California,1997,Solar,25
California,1998,Solar,24.5
California,1999,Solar,23.9
California,2000,Solar,23
California,2001,Solar,22.9
California,2002,Solar,22.4
California,2003,Solar,21.8
California,2004,Solar,22.2
California,2005,Solar,22
California,2006,Solar,23.2
California,2007,Solar,25.6
California,2008,Solar,29.7
California,2009,Solar,31
California,2010,Solar,35.6
California,2011,Solar,41.3
California,2012,Solar,53.1
California,2013,Solar,84.8
California,2014,Solar,156.3
California,2015,Solar,211.6
California,2016,Solar,267.1
Colorado,1960,Solar,0
Colorado,1965,Solar,0
Colorado,1970,Solar,0
Colorado,1971,Solar,0
Colorado,1972,Solar,0
Colorado,1973,Solar,0
Colorado,1974,Solar,0
Colorado,1975,Solar,0
Colorado,1976,Solar,0
Colorado,1977,Solar,0
Colorado,1978,Solar,0
Colorado,1979,Solar,0
Colorado,1980,Solar,0
Colorado,1981,Solar,0
Colorado,1982,Solar,0
Colorado,1983,Solar,0
Colorado,1984,Solar,0
Colorado,1985,Solar,0
Colorado,1986,Solar,0
Colorado,1987,Solar,0
Colorado,1988,Solar,0
Colorado,1989,Solar,0.1
Colorado,1990,Solar,0.2
Colorado,1991,Solar,0.2
Colorado,1992,Solar,0.2
Colorado,1993,Solar,0.2
Colorado,1994,Solar,0.2
Colorado,1995,Solar,0.2
Colorado,1996,Solar,0.2
Colorado,1997,Solar,0.2
Colorado,1998,Solar,0.2
Colorado,1999,Solar,0.2
Colorado,2000,Solar,0.2
Colorado,2001,Solar,0.2
Colorado,2002,Solar,0.2
Colorado,2003,Solar,0.2
Colorado,2004,Solar,0.2
Colorado,2005,Solar,0.2
Colorado,2006,Solar,0.2
Colorado,2007,Solar,0.3
Colorado,2008,Solar,0.8
Colorado,2009,Solar,1.1
Colorado,2010,Solar,1.8
Colorado,2011,Solar,2.8
Colorado,2012,Solar,3.8
Colorado,2013,Solar,5.2
Colorado,2014,Solar,6
Colorado,2015,Solar,6.3
Colorado,2016,Solar,9.5
Connecticut,1960,Solar,0
Connecticut,1965,Solar,0
Connecticut,1970,Solar,0
Connecticut,1971,Solar,0
Connecticut,1972,Solar,0
Connecticut,1973,Solar,0
Connecticut,1974,Solar,0
Connecticut,1975,Solar,0
Connecticut,1976,Solar,0
Connecticut,1977,Solar,0
Connecticut,1978,Solar,0
Connecticut,1979,Solar,0
Connecticut,1980,Solar,0
Connecticut,1981,Solar,0
Connecticut,1982,Solar,0
Connecticut,1983,Solar,0
Connecticut,1984,Solar,0
Connecticut,1985,Solar,0
Connecticut,1986,Solar,0
Connecticut,1987,Solar,0
Connecticut,1988,Solar,0
Connecticut,1989,Solar,0.1
Connecticut,1990,Solar,0.1
Connecticut,1991,Solar,0.1
Connecticut,1992,Solar,0.1
Connecticut,1993,Solar,0.1
Connecticut,1994,Solar,0.1
Connecticut,1995,Solar,0.2
Connecticut,1996,Solar,0.2
Connecticut,1997,Solar,0.2
Connecticut,1998,Solar,0.2
Connecticut,1999,Solar,0.3
Connecticut,2000,Solar,0.3
Connecticut,2001,Solar,0.3
Connecticut,2002,Solar,0.4
Connecticut,2003,Solar,0.4
Connecticut,2004,Solar,0.5
Connecticut,2005,Solar,0.6
Connecticut,2006,Solar,0.7
Connecticut,2007,Solar,0.8
Connecticut,2008,Solar,0.9
Connecticut,2009,Solar,1.1
Connecticut,2010,Solar,1.1
Connecticut,2011,Solar,1.2
Connecticut,2012,Solar,1.3
Connecticut,2013,Solar,1.6
Connecticut,2014,Solar,2.2
Connecticut,2015,Solar,2.9
Connecticut,2016,Solar,4.1
Delaware,1960,Solar,0
Delaware,1965,Solar,0
Delaware,1970,Solar,0
Delaware,1971,Solar,0
Delaware,1972,Solar,0
Delaware,1973,Solar,0
Delaware,1974,Solar,0
Delaware,1975,Solar,0
Delaware,1976,Solar,0
Delaware,1977,Solar,0
Delaware,1978,Solar,0
Delaware,1979,Solar,0
Delaware,1980,Solar,0
Delaware,1981,Solar,0
Delaware,1982,Solar,0
Delaware,1983,Solar,0
Delaware,1984,Solar,0
Delaware,1985,Solar,0
Delaware,1986,Solar,0
Delaware,1987,Solar,0
Delaware,1988,Solar,0
Delaware,1989,Solar,0
Delaware,1990,Solar,0
Delaware,1991,Solar,0
Delaware,1992,Solar,0
Delaware,1993,Solar,0
Delaware,1994,Solar,0
Delaware,1995,Solar,0
Delaware,1996,Solar,0
Delaware,1997,Solar,0
Delaware,1998,Solar,0
Delaware,1999,Solar,0
Delaware,2000,Solar,0
Delaware,2001,Solar,0
Delaware,2002,Solar,0
Delaware,2003,Solar,0
Delaware,2004,Solar,0
Delaware,2005,Solar,0
Delaware,2006,Solar,0
Delaware,2007,Solar,0
Delaware,2008,Solar,0
Delaware,2009,Solar,0.1
Delaware,2010,Solar,0.1
Delaware,2011,Solar,0.4
Delaware,2012,Solar,0.6
Delaware,2013,Solar,1
Delaware,2014,Solar,1.2
Delaware,2015,Solar,1.2
Delaware,2016,Solar,1.1
District of Columbia,1960,Solar,0
District of Columbia,1965,Solar,0
District of Columbia,1970,Solar,0
District of Columbia,1971,Solar,0
District of Columbia,1972,Solar,0
District of Columbia,1973,Solar,0
District of Columbia,1974,Solar,0
District of Columbia,1975,Solar,0
District of Columbia,1976,Solar,0
District of Columbia,1977,Solar,0
District of Columbia,1978,Solar,0
District of Columbia,1979,Solar,0
District of Columbia,1980,Solar,0
District of Columbia,1981,Solar,0
District of Columbia,1982,Solar,0
District of Columbia,1983,Solar,0
District of Columbia,1984,Solar,0
District of Columbia,1985,Solar,0
District of Columbia,1986,Solar,0
District of Columbia,1987,Solar,0
District of Columbia,1988,Solar,0
District of Columbia,1989,Solar,0
District of Columbia,1990,Solar,0
District of Columbia,1991,Solar,0
District of Columbia,1992,Solar,0
District of Columbia,1993,Solar,0
District of Columbia,1994,Solar,0
District of Columbia,1995,Solar,0
District of Columbia,1996,Solar,0
District of Columbia,1997,Solar,0
District of Columbia,1998,Solar,0
District of Columbia,1999,Solar,0
District of Columbia,2000,Solar,0
District of Columbia,2001,Solar,0
District of Columbia,2002,Solar,0
District of Columbia,2003,Solar,0
District of Columbia,2004,Solar,0
District of Columbia,2005,Solar,0
District of Columbia,2006,Solar,0
District of Columbia,2007,Solar,0
District of Columbia,2008,Solar,0
District of Columbia,2009,Solar,0
District of Columbia,2010,Solar,0.1
District of Columbia,2011,Solar,0.2
District of Columbia,2012,Solar,0.2
District of Columbia,2013,Solar,0.3
District of Columbia,2014,Solar,0.3
District of Columbia,2015,Solar,0.3
District of Columbia,2016,Solar,0.3
Florida,1960,Solar,0
Florida,1965,Solar,0
Florida,1970,Solar,0
Florida,1971,Solar,0
Florida,1972,Solar,0
Florida,1973,Solar,0
Florida,1974,Solar,0
Florida,1975,Solar,0
Florida,1976,Solar,0
Florida,1977,Solar,0
Florida,1978,Solar,0
Florida,1979,Solar,0
Florida,1980,Solar,0
Florida,1981,Solar,0
Florida,1982,Solar,0
Florida,1983,Solar,0
Florida,1984,Solar,0
Florida,1985,Solar,0
Florida,1986,Solar,0
Florida,1987,Solar,0
Florida,1988,Solar,0
Florida,1989,Solar,24.1
Florida,1990,Solar,25.6
Florida,1991,Solar,26.4
Florida,1992,Solar,27.5
Florida,1993,Solar,28.5
Florida,1994,Solar,29.4
Florida,1995,Solar,29.9
Florida,1996,Solar,30.3
Florida,1997,Solar,30
Florida,1998,Solar,29.6
Florida,1999,Solar,29
Florida,2000,Solar,27.9
Florida,2001,Solar,26.8
Florida,2002,Solar,25.7
Florida,2003,Solar,24.7
Florida,2004,Solar,24
Florida,2005,Solar,22.9
Florida,2006,Solar,23
Florida,2007,Solar,23.2
Florida,2008,Solar,23.6
Florida,2009,Solar,23.3
Florida,2010,Solar,24.6
Florida,2011,Solar,25.9
Florida,2012,Solar,27.4
Florida,2013,Solar,28.4
Florida,2014,Solar,29.6
Florida,2015,Solar,29.7
Florida,2016,Solar,30.2
Georgia,1960,Solar,0
Georgia,1965,Solar,0
Georgia,1970,Solar,0
Georgia,1971,Solar,0
Georgia,1972,Solar,0
Georgia,1973,Solar,0
Georgia,1974,Solar,0
Georgia,1975,Solar,0
Georgia,1976,Solar,0
Georgia,1977,Solar,0
Georgia,1978,Solar,0
Georgia,1979,Solar,0
Georgia,1980,Solar,0
Georgia,1981,Solar,0
Georgia,1982,Solar,0
Georgia,1983,Solar,0
Georgia,1984,Solar,0
Georgia,1985,Solar,0
Georgia,1986,Solar,0
Georgia,1987,Solar,0
Georgia,1988,Solar,0
Georgia,1989,Solar,0.1
Georgia,1990,Solar,0.1
Georgia,1991,Solar,0.1
Georgia,1992,Solar,0.1
Georgia,1993,Solar,0.1
Georgia,1994,Solar,0.1
Georgia,1995,Solar,0.2
Georgia,1996,Solar,0.2
Georgia,1997,Solar,0.2
Georgia,1998,Solar,0.2
Georgia,1999,Solar,0.2
Georgia,2000,Solar,0.2
Georgia,2001,Solar,0.2
Georgia,2002,Solar,0.2
Georgia,2003,Solar,0.2
Georgia,2004,Solar,0.2
Georgia,2005,Solar,0.2
Georgia,2006,Solar,0.2
Georgia,2007,Solar,0.2
Georgia,2008,Solar,0.3
Georgia,2009,Solar,0.3
Georgia,2010,Solar,0.4
Georgia,2011,Solar,0.5
Georgia,2012,Solar,0.7
Georgia,2013,Solar,1.3
Georgia,2014,Solar,2.4
Georgia,2015,Solar,2.5
Georgia,2016,Solar,10.2
Hawaii,1960,Solar,0
Hawaii,1965,Solar,0
Hawaii,1970,Solar,0
Hawaii,1971,Solar,0
Hawaii,1972,Solar,0
Hawaii,1973,Solar,0
Hawaii,1974,Solar,0
Hawaii,1975,Solar,0
Hawaii,1976,Solar,0
Hawaii,1977,Solar,0
Hawaii,1978,Solar,0
Hawaii,1979,Solar,0
Hawaii,1980,Solar,0
Hawaii,1981,Solar,0
Hawaii,1982,Solar,0
Hawaii,1983,Solar,0
Hawaii,1984,Solar,0
Hawaii,1985,Solar,0
Hawaii,1986,Solar,0
Hawaii,1987,Solar,0
Hawaii,1988,Solar,0
Hawaii,1989,Solar,0.8
Hawaii,1990,Solar,0.9
Hawaii,1991,Solar,1
Hawaii,1992,Solar,1
Hawaii,1993,Solar,1.1
Hawaii,1994,Solar,1.1
Hawaii,1995,Solar,1.2
Hawaii,1996,Solar,1.2
Hawaii,1997,Solar,1.2
Hawaii,1998,Solar,1.3
Hawaii,1999,Solar,1.3
Hawaii,2000,Solar,1.3
Hawaii,2001,Solar,1.2
Hawaii,2002,Solar,1.2
Hawaii,2003,Solar,1.3
Hawaii,2004,Solar,1.3
Hawaii,2005,Solar,1.3
Hawaii,2006,Solar,1.4
Hawaii,2007,Solar,1.5
Hawaii,2008,Solar,1.8
Hawaii,2009,Solar,2
Hawaii,2010,Solar,2.3
Hawaii,2011,Solar,2.8
Hawaii,2012,Solar,4.3
Hawaii,2013,Solar,6.1
Hawaii,2014,Solar,7.5
Hawaii,2015,Solar,8.3
Hawaii,2016,Solar,9.8
Idaho,1960,Solar,0
Idaho,1965,Solar,0
Idaho,1970,Solar,0
Idaho,1971,Solar,0
Idaho,1972,Solar,0
Idaho,1973,Solar,0
Idaho,1974,Solar,0
Idaho,1975,Solar,0
Idaho,1976,Solar,0
Idaho,1977,Solar,0
Idaho,1978,Solar,0
Idaho,1979,Solar,0
Idaho,1980,Solar,0
Idaho,1981,Solar,0
Idaho,1982,Solar,0
Idaho,1983,Solar,0
Idaho,1984,Solar,0
Idaho,1985,Solar,0
Idaho,1986,Solar,0
Idaho,1987,Solar,0
Idaho,1988,Solar,0
Idaho,1989,Solar,0
Idaho,1990,Solar,0
Idaho,1991,Solar,0
Idaho,1992,Solar,0
Idaho,1993,Solar,0
Idaho,1994,Solar,0
Idaho,1995,Solar,0
Idaho,1996,Solar,0
Idaho,1997,Solar,0
Idaho,1998,Solar,0
Idaho,1999,Solar,0
Idaho,2000,Solar,0
Idaho,2001,Solar,0
Idaho,2002,Solar,0
Idaho,2003,Solar,0
Idaho,2004,Solar,0
Idaho,2005,Solar,0
Idaho,2006,Solar,0
Idaho,2007,Solar,0
Idaho,2008,Solar,0
Idaho,2009,Solar,0
Idaho,2010,Solar,0
Idaho,2011,Solar,0
Idaho,2012,Solar,0
Idaho,2013,Solar,0.1
Idaho,2014,Solar,0.1
Idaho,2015,Solar,0.1
Idaho,2016,Solar,0.4
 Illinois,1960,Solar,0
 Illinois,1965,Solar,0
 Illinois,1970,Solar,0
 Illinois,1971,Solar,0
 Illinois,1972,Solar,0
 Illinois,1973,Solar,0
 Illinois,1974,Solar,0
 Illinois,1975,Solar,0
 Illinois,1976,Solar,0
 Illinois,1977,Solar,0
 Illinois,1978,Solar,0
 Illinois,1979,Solar,0
 Illinois,1980,Solar,0
 Illinois,1981,Solar,0
 Illinois,1982,Solar,0
 Illinois,1983,Solar,0
 Illinois,1984,Solar,0
 Illinois,1985,Solar,0
 Illinois,1986,Solar,0
 Illinois,1987,Solar,0
 Illinois,1988,Solar,0
 Illinois,1989,Solar,0
 Illinois,1990,Solar,0.1
 Illinois,1991,Solar,0.1
 Illinois,1992,Solar,0.1
 Illinois,1993,Solar,0.1
 Illinois,1994,Solar,0.1
 Illinois,1995,Solar,0.1
 Illinois,1996,Solar,0.1
 Illinois,1997,Solar,0.1
 Illinois,1998,Solar,0.2
 Illinois,1999,Solar,0.2
 Illinois,2000,Solar,0.2
 Illinois,2001,Solar,0.2
 Illinois,2002,Solar,0.3
 Illinois,2003,Solar,0.4
 Illinois,2004,Solar,0.5
 Illinois,2005,Solar,0.7
 Illinois,2006,Solar,0.8
 Illinois,2007,Solar,1
 Illinois,2008,Solar,1.1
 Illinois,2009,Solar,1.1
 Illinois,2010,Solar,1.3
 Illinois,2011,Solar,1.3
 Illinois,2012,Solar,1.6
 Illinois,2013,Solar,1.8
 Illinois,2014,Solar,1.9
 Illinois,2015,Solar,1.9
 Illinois,2016,Solar,2
Indiana,1960,Solar,0
Indiana,1965,Solar,0
