State,Year,Resource Type,Consumption
Montana,1992,Geothermal,0.1
Montana,1993,Geothermal,0.1
Montana,1994,Geothermal,0.1
Montana,1995,Geothermal,0.1
Montana,1996,Geothermal,0.1
Montana,1997,Geothermal,0.1
Montana,1998,Geothermal,0.1
Montana,1999,Geothermal,0.3
Montana,2000,Geothermal,0.3
Montana,2001,Geothermal,0.3
Montana,2002,Geothermal,0.3
Montana,2003,Geothermal,0.3
Montana,2004,Geothermal,0.3
Montana,2005,Geothermal,0.3
Montana,2006,Geothermal,0.3
Montana,2007,Geothermal,0.3
Montana,2008,Geothermal,0.3
Montana,2009,Geothermal,0.3
Montana,2010,Geothermal,0.3
Montana,2011,Geothermal,0.4
Montana,2012,Geothermal,0.3
Montana,2013,Geothermal,0.3
Montana,2014,Geothermal,0.3
Montana,2015,Geothermal,0.3
Montana,2016,Geothermal,0.3
Nebraska,1960,Geothermal,0
Nebraska,1965,Geothermal,0
Nebraska,1970,Geothermal,0
Nebraska,1971,Geothermal,0
Nebraska,1972,Geothermal,0
Nebraska,1973,Geothermal,0
Nebraska,1974,Geothermal,0
Nebraska,1975,Geothermal,0
Nebraska,1976,Geothermal,0
Nebraska,1977,Geothermal,0
Nebraska,1978,Geothermal,0
Nebraska,1979,Geothermal,0
Nebraska,1980,Geothermal,0
Nebraska,1981,Geothermal,0
Nebraska,1982,Geothermal,0
Nebraska,1983,Geothermal,0
Nebraska,1984,Geothermal,0
Nebraska,1985,Geothermal,0
Nebraska,1986,Geothermal,0
Nebraska,1987,Geothermal,0
Nebraska,1988,Geothermal,0
Nebraska,1989,Geothermal,0.1
Nebraska,1990,Geothermal,0.1
Nebraska,1991,Geothermal,0.1
Nebraska,1992,Geothermal,0.1
Nebraska,1993,Geothermal,0.1
Nebraska,1994,Geothermal,0.2
Nebraska,1995,Geothermal,0.2
Nebraska,1996,Geothermal,0.2
Nebraska,1997,Geothermal,0.2
Nebraska,1998,Geothermal,0.3
Nebraska,1999,Geothermal,0.3
Nebraska,2000,Geothermal,0.3
Nebraska,2001,Geothermal,0.4
Nebraska,2002,Geothermal,0.4
Nebraska,2003,Geothermal,0.5
Nebraska,2004,Geothermal,0.6
Nebraska,2005,Geothermal,0.7
Nebraska,2006,Geothermal,0.7
Nebraska,2007,Geothermal,0.8
Nebraska,2008,Geothermal,0.9
Nebraska,2009,Geothermal,1
Nebraska,2010,Geothermal,1.2
Nebraska,2011,Geothermal,1.2
Nebraska,2012,Geothermal,1.2
Nebraska,2013,Geothermal,1.2
Nebraska,2014,Geothermal,1.2
Nebraska,2015,Geothermal,1.2
Nebraska,2016,Geothermal,1.2
Nevada,1960,Geothermal,0
Nevada,1965,Geothermal,0
Nevada,1970,Geothermal,0
Nevada,1971,Geothermal,0
Nevada,1972,Geothermal,0
Nevada,1973,Geothermal,0
Nevada,1974,Geothermal,0
Nevada,1975,Geothermal,0
Nevada,1976,Geothermal,0
Nevada,1977,Geothermal,0
Nevada,1978,Geothermal,0
Nevada,1979,Geothermal,0
Nevada,1980,Geothermal,0
Nevada,1981,Geothermal,0
Nevada,1982,Geothermal,0
Nevada,1983,Geothermal,0
Nevada,1984,Geothermal,0
Nevada,1985,Geothermal,0
Nevada,1986,Geothermal,0
Nevada,1987,Geothermal,0
Nevada,1988,Geothermal,0
Nevada,1989,Geothermal,8.3
Nevada,1990,Geothermal,8.7
Nevada,1991,Geothermal,11.2
Nevada,1992,Geothermal,13.1
Nevada,1993,Geothermal,16.8
Nevada,1994,Geothermal,16.4
Nevada,1995,Geothermal,16.9
Nevada,1996,Geothermal,17
Nevada,1997,Geothermal,17.1
Nevada,1998,Geothermal,16.5
Nevada,1999,Geothermal,15.5
Nevada,2000,Geothermal,15.1
Nevada,2001,Geothermal,13.6
Nevada,2002,Geothermal,12.6
Nevada,2003,Geothermal,11.9
Nevada,2004,Geothermal,14.2
Nevada,2005,Geothermal,13.9
Nevada,2006,Geothermal,14.6
Nevada,2007,Geothermal,13.7
Nevada,2008,Geothermal,15
Nevada,2009,Geothermal,17.3
Nevada,2010,Geothermal,21.6
Nevada,2011,Geothermal,22.4
Nevada,2012,Geothermal,23.9
Nevada,2013,Geothermal,27
Nevada,2014,Geothermal,27.5
Nevada,2015,Geothermal,30.5
Nevada,2016,Geothermal,32.5
New Hampshire,1960,Geothermal,0
New Hampshire,1965,Geothermal,0
New Hampshire,1970,Geothermal,0
New Hampshire,1971,Geothermal,0
New Hampshire,1972,Geothermal,0
New Hampshire,1973,Geothermal,0
New Hampshire,1974,Geothermal,0
New Hampshire,1975,Geothermal,0
New Hampshire,1976,Geothermal,0
New Hampshire,1977,Geothermal,0
New Hampshire,1978,Geothermal,0
New Hampshire,1979,Geothermal,0
New Hampshire,1980,Geothermal,0
New Hampshire,1981,Geothermal,0
New Hampshire,1982,Geothermal,0
New Hampshire,1983,Geothermal,0
New Hampshire,1984,Geothermal,0
New Hampshire,1985,Geothermal,0
New Hampshire,1986,Geothermal,0
New Hampshire,1987,Geothermal,0
New Hampshire,1988,Geothermal,0
New Hampshire,1989,Geothermal,0
New Hampshire,1990,Geothermal,0
New Hampshire,1991,Geothermal,0
New Hampshire,1992,Geothermal,0
New Hampshire,1993,Geothermal,0
New Hampshire,1994,Geothermal,0
New Hampshire,1995,Geothermal,0
New Hampshire,1996,Geothermal,0
New Hampshire,1997,Geothermal,0
New Hampshire,1998,Geothermal,0
New Hampshire,1999,Geothermal,0
New Hampshire,2000,Geothermal,0
New Hampshire,2001,Geothermal,0
New Hampshire,2002,Geothermal,0
New Hampshire,2003,Geothermal,0
New Hampshire,2004,Geothermal,0
New Hampshire,2005,Geothermal,0
New Hampshire,2006,Geothermal,0
New Hampshire,2007,Geothermal,0
New Hampshire,2008,Geothermal,0
New Hampshire,2009,Geothermal,0
New Hampshire,2010,Geothermal,0
New Hampshire,2011,Geothermal,0
New Hampshire,2012,Geothermal,0
New Hampshire,2013,Geothermal,0
New Hampshire,2014,Geothermal,0
New Hampshire,2015,Geothermal,0
New Hampshire,2016,Geothermal,0
New Jersey,1960,Geothermal,0
New Jersey,1965,Geothermal,0
New Jersey,1970,Geothermal,0
New Jersey,1971,Geothermal,0
New Jersey,1972,Geothermal,0
New Jersey,1973,Geothermal,0
New Jersey,1974,Geothermal,0
New Jersey,1975,Geothermal,0
New Jersey,1976,Geothermal,0
New Jersey,1977,Geothermal,0
New Jersey,1978,Geothermal,0
New Jersey,1979,Geothermal,0
New Jersey,1980,Geothermal,0
New Jersey,1981,Geothermal,0
New Jersey,1982,Geothermal,0
New Jersey,1983,Geothermal,0
New Jersey,1984,Geothermal,0
New Jersey,1985,Geothermal,0
New Jersey,1986,Geothermal,0
New Jersey,1987,Geothermal,0
New Jersey,1988,Geothermal,0
New Jersey,1989,Geothermal,0.1
New Jersey,1990,Geothermal,0.1
New Jersey,1991,Geothermal,0.1
New Jersey,1992,Geothermal,0.1
New Jersey,1993,Geothermal,0.1
New Jersey,1994,Geothermal,0.1
New Jersey,1995,Geothermal,0.1
New Jersey,1996,Geothermal,0.1
New Jersey,1997,Geothermal,0.1
New Jersey,1998,Geothermal,0.1
New Jersey,1999,Geothermal,0.1
New Jersey,2000,Geothermal,0.1
New Jersey,2001,Geothermal,0.1
New Jersey,2002,Geothermal,0.1
New Jersey,2003,Geothermal,0.2
New Jersey,2004,Geothermal,0.2
New Jersey,2005,Geothermal,0.2
New Jersey,2006,Geothermal,0.2
New Jersey,2007,Geothermal,0.3
New Jersey,2008,Geothermal,0.3
New Jersey,2009,Geothermal,0.4
New Jersey,2010,Geothermal,0.4
New Jersey,2011,Geothermal,0.4
New Jersey,2012,Geothermal,0.5
New Jersey,2013,Geothermal,0.5
New Jersey,2014,Geothermal,0.5
New Jersey,2015,Geothermal,0.5
New Jersey,2016,Geothermal,0.5
New Mexico,1960,Geothermal,0
New Mexico,1965,Geothermal,0
New Mexico,1970,Geothermal,0
New Mexico,1971,Geothermal,0
New Mexico,1972,Geothermal,0
New Mexico,1973,Geothermal,0
New Mexico,1974,Geothermal,0
New Mexico,1975,Geothermal,0
New Mexico,1976,Geothermal,0
New Mexico,1977,Geothermal,0
New Mexico,1978,Geothermal,0
New Mexico,1979,Geothermal,0
New Mexico,1980,Geothermal,0
New Mexico,1981,Geothermal,0
New Mexico,1982,Geothermal,0
New Mexico,1983,Geothermal,0
New Mexico,1984,Geothermal,0
New Mexico,1985,Geothermal,0
New Mexico,1986,Geothermal,0
New Mexico,1987,Geothermal,0
New Mexico,1988,Geothermal,0
New Mexico,1989,Geothermal,0.1
New Mexico,1990,Geothermal,0.1
New Mexico,1991,Geothermal,0.1
New Mexico,1992,Geothermal,0.1
New Mexico,1993,Geothermal,0.1
New Mexico,1994,Geothermal,0.1
New Mexico,1995,Geothermal,0.2
New Mexico,1996,Geothermal,0.2
New Mexico,1997,Geothermal,0.2
New Mexico,1998,Geothermal,0.2
New Mexico,1999,Geothermal,0.6
New Mexico,2000,Geothermal,0.7
New Mexico,2001,Geothermal,0.7
New Mexico,2002,Geothermal,0.7
New Mexico,2003,Geothermal,0.6
New Mexico,2004,Geothermal,0.6
New Mexico,2005,Geothermal,0.7
New Mexico,2006,Geothermal,0.7
New Mexico,2007,Geothermal,0.7
New Mexico,2008,Geothermal,0.3
New Mexico,2009,Geothermal,0.3
New Mexico,2010,Geothermal,0.3
New Mexico,2011,Geothermal,0.4
New Mexico,2012,Geothermal,0.4
New Mexico,2013,Geothermal,0.4
New Mexico,2014,Geothermal,0.5
New Mexico,2015,Geothermal,0.5
New Mexico,2016,Geothermal,0.5
New York,1960,Geothermal,0
New York,1965,Geothermal,0
New York,1970,Geothermal,0
New York,1971,Geothermal,0
New York,1972,Geothermal,0
New York,1973,Geothermal,0
New York,1974,Geothermal,0
New York,1975,Geothermal,0
New York,1976,Geothermal,0
New York,1977,Geothermal,0
New York,1978,Geothermal,0
New York,1979,Geothermal,0
New York,1980,Geothermal,0
New York,1981,Geothermal,0
New York,1982,Geothermal,0
New York,1983,Geothermal,0
New York,1984,Geothermal,0
New York,1985,Geothermal,0
New York,1986,Geothermal,0
New York,1987,Geothermal,0
New York,1988,Geothermal,0
New York,1989,Geothermal,0.1
New York,1990,Geothermal,0.1
New York,1991,Geothermal,0.1
New York,1992,Geothermal,0.1
New York,1993,Geothermal,0.1
New York,1994,Geothermal,0.2
New York,1995,Geothermal,0.2
New York,1996,Geothermal,0.2
New York,1997,Geothermal,0.2
New York,1998,Geothermal,0.3
New York,1999,Geothermal,0.3
New York,2000,Geothermal,0.3
New York,2001,Geothermal,0.3
New York,2002,Geothermal,0.4
New York,2003,Geothermal,0.5
New York,2004,Geothermal,0.5
New York,2005,Geothermal,0.6
New York,2006,Geothermal,0.7
New York,2007,Geothermal,0.7
New York,2008,Geothermal,0.8
New York,2009,Geothermal,1
New York,2010,Geothermal,1.1
New York,2011,Geothermal,1.3
New York,2012,Geothermal,1.2
New York,2013,Geothermal,1.2
New York,2014,Geothermal,1.2
New York,2015,Geothermal,1.2
New York,2016,Geothermal,1.2
North Carolina,1960,Geothermal,0
North Carolina,1965,Geothermal,0
North Carolina,1970,Geothermal,0
North Carolina,1971,Geothermal,0
North Carolina,1972,Geothermal,0
North Carolina,1973,Geothermal,0
North Carolina,1974,Geothermal,0
North Carolina,1975,Geothermal,0
North Carolina,1976,Geothermal,0
North Carolina,1977,Geothermal,0
North Carolina,1978,Geothermal,0
North Carolina,1979,Geothermal,0
North Carolina,1980,Geothermal,0
North Carolina,1981,Geothermal,0
North Carolina,1982,Geothermal,0
North Carolina,1983,Geothermal,0
North Carolina,1984,Geothermal,0
North Carolina,1985,Geothermal,0
North Carolina,1986,Geothermal,0
North Carolina,1987,Geothermal,0
North Carolina,1988,Geothermal,0
North Carolina,1989,Geothermal,0.1
North Carolina,1990,Geothermal,0.1
North Carolina,1991,Geothermal,0.1
North Carolina,1992,Geothermal,0.1
North Carolina,1993,Geothermal,0.2
North Carolina,1994,Geothermal,0.1
North Carolina,1995,Geothermal,0.2
North Carolina,1996,Geothermal,0.2
North Carolina,1997,Geothermal,0.2
North Carolina,1998,Geothermal,0.2
North Carolina,1999,Geothermal,0.2
North Carolina,2000,Geothermal,0.2
North Carolina,2001,Geothermal,0.2
North Carolina,2002,Geothermal,0.2
North Carolina,2003,Geothermal,0.3
North Carolina,2004,Geothermal,0.3
North Carolina,2005,Geothermal,0.4
North Carolina,2006,Geothermal,0.5
North Carolina,2007,Geothermal,0.6
North Carolina,2008,Geothermal,0.7
North Carolina,2009,Geothermal,0.8
North Carolina,2010,Geothermal,0.9
North Carolina,2011,Geothermal,0.9
North Carolina,2012,Geothermal,1
North Carolina,2013,Geothermal,1
North Carolina,2014,Geothermal,1
North Carolina,2015,Geothermal,1
North Carolina,2016,Geothermal,1
North Dakota,1960,Geothermal,0
North Dakota,1965,Geothermal,0
North Dakota,1970,Geothermal,0
North Dakota,1971,Geothermal,0
North Dakota,1972,Geothermal,0
North Dakota,1973,Geothermal,0
North Dakota,1974,Geothermal,0
North Dakota,1975,Geothermal,0
North Dakota,1976,Geothermal,0
North Dakota,1977,Geothermal,0
North Dakota,1978,Geothermal,0
North Dakota,1979,Geothermal,0
North Dakota,1980,Geothermal,0
North Dakota,1981,Geothermal,0
North Dakota,1982,Geothermal,0
North Dakota,1983,Geothermal,0
North Dakota,1984,Geothermal,0
North Dakota,1985,Geothermal,0
North Dakota,1986,Geothermal,0
North Dakota,1987,Geothermal,0
North Dakota,1988,Geothermal,0
North Dakota,1989,Geothermal,0.1
North Dakota,1990,Geothermal,0.1
North Dakota,1991,Geothermal,0.1
North Dakota,1992,Geothermal,0.1
North Dakota,1993,Geothermal,0.1
North Dakota,1994,Geothermal,0.1
North Dakota,1995,Geothermal,0.1
North Dakota,1996,Geothermal,0.2
North Dakota,1997,Geothermal,0.2
North Dakota,1998,Geothermal,0.2
North Dakota,1999,Geothermal,0.2
North Dakota,2000,Geothermal,0.2
North Dakota,2001,Geothermal,0.3
North Dakota,2002,Geothermal,0.3
North Dakota,2003,Geothermal,0.4
North Dakota,2004,Geothermal,0.4
North Dakota,2005,Geothermal,0.5
North Dakota,2006,Geothermal,0.5
North Dakota,2007,Geothermal,0.6
North Dakota,2008,Geothermal,0.7
North Dakota,2009,Geothermal,0.8
North Dakota,2010,Geothermal,0.9
North Dakota,2011,Geothermal,1
North Dakota,2012,Geothermal,1
North Dakota,2013,Geothermal,1
North Dakota,2014,Geothermal,1
North Dakota,2015,Geothermal,1
North Dakota,2016,Geothermal,1
Ohio,1960,Geothermal,0
Ohio,1965,Geothermal,0
Ohio,1970,Geothermal,0
Ohio,1971,Geothermal,0
Ohio,1972,Geothermal,0
Ohio,1973,Geothermal,0
Ohio,1974,Geothermal,0
Ohio,1975,Geothermal,0
Ohio,1976,Geothermal,0
Ohio,1977,Geothermal,0
Ohio,1978,Geothermal,0
Ohio,1979,Geothermal,0
Ohio,1980,Geothermal,0
Ohio,1981,Geothermal,0
Ohio,1982,Geothermal,0
Ohio,1983,Geothermal,0
Ohio,1984,Geothermal,0
Ohio,1985,Geothermal,0
Ohio,1986,Geothermal,0
Ohio,1987,Geothermal,0
Ohio,1988,Geothermal,0
Ohio,1989,Geothermal,0.3
Ohio,1990,Geothermal,0.3
Ohio,1991,Geothermal,0.4
Ohio,1992,Geothermal,0.4
Ohio,1993,Geothermal,0.4
Ohio,1994,Geothermal,0.5
Ohio,1995,Geothermal,0.5
Ohio,1996,Geothermal,0.6
Ohio,1997,Geothermal,0.6
Ohio,1998,Geothermal,0.7
Ohio,1999,Geothermal,0.8
Ohio,2000,Geothermal,0.8
Ohio,2001,Geothermal,0.8
Ohio,2002,Geothermal,0.9
Ohio,2003,Geothermal,1.2
Ohio,2004,Geothermal,1.3
Ohio,2005,Geothermal,1.5
Ohio,2006,Geothermal,1.7
Ohio,2007,Geothermal,2
Ohio,2008,Geothermal,2.3
Ohio,2009,Geothermal,2.9
Ohio,2010,Geothermal,3.2
Ohio,2011,Geothermal,3.4
Ohio,2012,Geothermal,3.4
Ohio,2013,Geothermal,3.4
Ohio,2014,Geothermal,3.4
Ohio,2015,Geothermal,3.4
Ohio,2016,Geothermal,3.4
Oklahoma,1960,Geothermal,0
Oklahoma,1965,Geothermal,0
Oklahoma,1970,Geothermal,0
Oklahoma,1971,Geothermal,0
Oklahoma,1972,Geothermal,0
Oklahoma,1973,Geothermal,0
Oklahoma,1974,Geothermal,0
Oklahoma,1975,Geothermal,0
Oklahoma,1976,Geothermal,0
Oklahoma,1977,Geothermal,0
Oklahoma,1978,Geothermal,0
Oklahoma,1979,Geothermal,0
Oklahoma,1980,Geothermal,0
Oklahoma,1981,Geothermal,0
Oklahoma,1982,Geothermal,0
Oklahoma,1983,Geothermal,0
Oklahoma,1984,Geothermal,0
Oklahoma,1985,Geothermal,0
Oklahoma,1986,Geothermal,0
Oklahoma,1987,Geothermal,0
Oklahoma,1988,Geothermal,0
Oklahoma,1989,Geothermal,0
Oklahoma,1990,Geothermal,0
Oklahoma,1991,Geothermal,0
Oklahoma,1992,Geothermal,0
Oklahoma,1993,Geothermal,0
Oklahoma,1994,Geothermal,0
Oklahoma,1995,Geothermal,0
Oklahoma,1996,Geothermal,0
Oklahoma,1997,Geothermal,0
Oklahoma,1998,Geothermal,0
Oklahoma,1999,Geothermal,0
Oklahoma,2000,Geothermal,0
Oklahoma,2001,Geothermal,0
Oklahoma,2002,Geothermal,0
Oklahoma,2003,Geothermal,0
Oklahoma,2004,Geothermal,0
Oklahoma,2005,Geothermal,0
Oklahoma,2006,Geothermal,0
Oklahoma,2007,Geothermal,0
Oklahoma,2008,Geothermal,0
Oklahoma,2009,Geothermal,0
Oklahoma,2010,Geothermal,0
Oklahoma,2011,Geothermal,0
Oklahoma,2012,Geothermal,0
Oklahoma,2013,Geothermal,0
Oklahoma,2014,Geothermal,0
Oklahoma,2015,Geothermal,0
Oklahoma,2016,Geothermal,0
Oregon,1960,Geothermal,0
Oregon,1965,Geothermal,0
Oregon,1970,Geothermal,0
Oregon,1971,Geothermal,0
Oregon,1972,Geothermal,0
Oregon,1973,Geothermal,0
Oregon,1974,Geothermal,0
Oregon,1975,Geothermal,0
Oregon,1976,Geothermal,0
Oregon,1977,Geothermal,0
Oregon,1978,Geothermal,0
Oregon,1979,Geothermal,0
Oregon,1980,Geothermal,0
Oregon,1981,Geothermal,0
Oregon,1982,Geothermal,0
Oregon,1983,Geothermal,0
Oregon,1984,Geothermal,0
Oregon,1985,Geothermal,0
Oregon,1986,Geothermal,0
Oregon,1987,Geothermal,0
Oregon,1988,Geothermal,0
Oregon,1989,Geothermal,0.4
Oregon,1990,Geothermal,0.4
Oregon,1991,Geothermal,0.4
Oregon,1992,Geothermal,0.4
Oregon,1993,Geothermal,0.4
Oregon,1994,Geothermal,0.4
Oregon,1995,Geothermal,0.4
Oregon,1996,Geothermal,0.4
Oregon,1997,Geothermal,0.4
Oregon,1998,Geothermal,0.5
Oregon,1999,Geothermal,0.7
Oregon,2000,Geothermal,0.8
Oregon,2001,Geothermal,0.9
Oregon,2002,Geothermal,0.9
Oregon,2003,Geothermal,0.9
Oregon,2004,Geothermal,0.9
Oregon,2005,Geothermal,1
Oregon,2006,Geothermal,1
Oregon,2007,Geothermal,1
Oregon,2008,Geothermal,1
Oregon,2009,Geothermal,1.1
Oregon,2010,Geothermal,1.1
Oregon,2011,Geothermal,1.3
Oregon,2012,Geothermal,1.5
Oregon,2013,Geothermal,2.8
Oregon,2014,Geothermal,3
Oregon,2015,Geothermal,2.9
Oregon,2016,Geothermal,2.9
Pennsylvania,1960,Geothermal,0
Pennsylvania,1965,Geothermal,0
Pennsylvania,1970,Geothermal,0
Pennsylvania,1971,Geothermal,0
Pennsylvania,1972,Geothermal,0
Pennsylvania,1973,Geothermal,0
Pennsylvania,1974,Geothermal,0
Pennsylvania,1975,Geothermal,0
Pennsylvania,1976,Geothermal,0
Pennsylvania,1977,Geothermal,0
Pennsylvania,1978,Geothermal,0
Pennsylvania,1979,Geothermal,0
Pennsylvania,1980,Geothermal,0
Pennsylvania,1981,Geothermal,0
Pennsylvania,1982,Geothermal,0
Pennsylvania,1983,Geothermal,0
Pennsylvania,1984,Geothermal,0
Pennsylvania,1985,Geothermal,0
Pennsylvania,1986,Geothermal,0
Pennsylvania,1987,Geothermal,0
Pennsylvania,1988,Geothermal,0
Pennsylvania,1989,Geothermal,0.2
Pennsylvania,1990,Geothermal,0.2
Pennsylvania,1991,Geothermal,0.2
Pennsylvania,1992,Geothermal,0.3
Pennsylvania,1993,Geothermal,0.3
Pennsylvania,1994,Geothermal,0.3
Pennsylvania,1995,Geothermal,0.3
Pennsylvania,1996,Geothermal,0.4
Pennsylvania,1997,Geothermal,0.4
Pennsylvania,1998,Geothermal,0.5
Pennsylvania,1999,Geothermal,0.5
Pennsylvania,2000,Geothermal,0.5
Pennsylvania,2001,Geothermal,0.5
Pennsylvania,2002,Geothermal,0.6
Pennsylvania,2003,Geothermal,0.8
Pennsylvania,2004,Geothermal,0.9
Pennsylvania,2005,Geothermal,1
Pennsylvania,2006,Geothermal,1.1
Pennsylvania,2007,Geothermal,1.3
Pennsylvania,2008,Geothermal,1.5
Pennsylvania,2009,Geothermal,1.8
Pennsylvania,2010,Geothermal,2
Pennsylvania,2011,Geothermal,2.2
Pennsylvania,2012,Geothermal,2.2
Pennsylvania,2013,Geothermal,2.2
Pennsylvania,2014,Geothermal,2.2
Pennsylvania,2015,Geothermal,2.2
Pennsylvania,2016,Geothermal,2.2
Rhode Island,1960,Geothermal,0
Rhode Island,1965,Geothermal,0
Rhode Island,1970,Geothermal,0
Rhode Island,1971,Geothermal,0
Rhode Island,1972,Geothermal,0
Rhode Island,1973,Geothermal,0
Rhode Island,1974,Geothermal,0
Rhode Island,1975,Geothermal,0
Rhode Island,1976,Geothermal,0
Rhode Island,1977,Geothermal,0
Rhode Island,1978,Geothermal,0
Rhode Island,1979,Geothermal,0
Rhode Island,1980,Geothermal,0
Rhode Island,1981,Geothermal,0
Rhode Island,1982,Geothermal,0
Rhode Island,1983,Geothermal,0
Rhode Island,1984,Geothermal,0
Rhode Island,1985,Geothermal,0
Rhode Island,1986,Geothermal,0
Rhode Island,1987,Geothermal,0
Rhode Island,1988,Geothermal,0
Rhode Island,1989,Geothermal,0
Rhode Island,1990,Geothermal,0
Rhode Island,1991,Geothermal,0
Rhode Island,1992,Geothermal,0
Rhode Island,1993,Geothermal,0
Rhode Island,1994,Geothermal,0
Rhode Island,1995,Geothermal,0
Rhode Island,1996,Geothermal,0
Rhode Island,1997,Geothermal,0
Rhode Island,1998,Geothermal,0
Rhode Island,1999,Geothermal,0
Rhode Island,2000,Geothermal,0
Rhode Island,2001,Geothermal,0
Rhode Island,2002,Geothermal,0
Rhode Island,2003,Geothermal,0
Rhode Island,2004,Geothermal,0
Rhode Island,2005,Geothermal,0
Rhode Island,2006,Geothermal,0
Rhode Island,2007,Geothermal,0
Rhode Island,2008,Geothermal,0
Rhode Island,2009,Geothermal,0
Rhode Island,2010,Geothermal,0
Rhode Island,2011,Geothermal,0.1
Rhode Island,2012,Geothermal,0.1
Rhode Island,2013,Geothermal,0.1
Rhode Island,2014,Geothermal,0.1
Rhode Island,2015,Geothermal,0.1
Rhode Island,2016,Geothermal,0.1
South Carolina,1960,Geothermal,0
South Carolina,1965,Geothermal,0
South Carolina,1970,Geothermal,0
South Carolina,1971,Geothermal,0
South Carolina,1972,Geothermal,0
South Carolina,1973,Geothermal,0
South Carolina,1974,Geothermal,0
South Carolina,1975,Geothermal,0
South Carolina,1976,Geothermal,0
South Carolina,1977,Geothermal,0
South Carolina,1978,Geothermal,0
South Carolina,1979,Geothermal,0
South Carolina,1980,Geothermal,0
South Carolina,1981,Geothermal,0
South Carolina,1982,Geothermal,0
South Carolina,1983,Geothermal,0
South Carolina,1984,Geothermal,0
South Carolina,1985,Geothermal,0
South Carolina,1986,Geothermal,0
South Carolina,1987,Geothermal,0
South Carolina,1988,Geothermal,0
South Carolina,1989,Geothermal,0.1
South Carolina,1990,Geothermal,0.1
South Carolina,1991,Geothermal,0.1
South Carolina,1992,Geothermal,0.1
South Carolina,1993,Geothermal,0.1
South Carolina,1994,Geothermal,0.1
South Carolina,1995,Geothermal,0.1
South Carolina,1996,Geothermal,0.1
South Carolina,1997,Geothermal,0.1
South Carolina,1998,Geothermal,0.1
South Carolina,1999,Geothermal,0.1
South Carolina,2000,Geothermal,0.1
South Carolina,2001,Geothermal,0.2
South Carolina,2002,Geothermal,0.2
South Carolina,2003,Geothermal,0.2
South Carolina,2004,Geothermal,0.2
South Carolina,2005,Geothermal,0.3
South Carolina,2006,Geothermal,0.3
South Carolina,2007,Geothermal,0.4
South Carolina,2008,Geothermal,0.4
South Carolina,2009,Geothermal,0.6
South Carolina,2010,Geothermal,0.6
South Carolina,2011,Geothermal,0.6
South Carolina,2012,Geothermal,0.6
South Carolina,2013,Geothermal,0.6
South Carolina,2014,Geothermal,0.6
South Carolina,2015,Geothermal,0.6
South Carolina,2016,Geothermal,0.6
South Dakota,1960,Geothermal,0
South Dakota,1965,Geothermal,0
South Dakota,1970,Geothermal,0
South Dakota,1971,Geothermal,0
South Dakota,1972,Geothermal,0
South Dakota,1973,Geothermal,0
South Dakota,1974,Geothermal,0
South Dakota,1975,Geothermal,0
South Dakota,1976,Geothermal,0
South Dakota,1977,Geothermal,0
South Dakota,1978,Geothermal,0
South Dakota,1979,Geothermal,0
South Dakota,1980,Geothermal,0
South Dakota,1981,Geothermal,0
South Dakota,1982,Geothermal,0
South Dakota,1983,Geothermal,0
South Dakota,1984,Geothermal,0
South Dakota,1985,Geothermal,0
South Dakota,1986,Geothermal,0
South Dakota,1987,Geothermal,0
South Dakota,1988,Geothermal,0
South Dakota,1989,Geothermal,0.1
South Dakota,1990,Geothermal,0.2
South Dakota,1991,Geothermal,0.2
South Dakota,1992,Geothermal,0.2
South Dakota,1993,Geothermal,0.2
South Dakota,1994,Geothermal,0.2
South Dakota,1995,Geothermal,0.2
South Dakota,1996,Geothermal,0.3
South Dakota,1997,Geothermal,0.3
South Dakota,1998,Geothermal,0.4
South Dakota,1999,Geothermal,0.4
South Dakota,2000,Geothermal,0.4
South Dakota,2001,Geothermal,0.5
South Dakota,2002,Geothermal,0.5
South Dakota,2003,Geothermal,0.6
South Dakota,2004,Geothermal,0.7
South Dakota,2005,Geothermal,0.8
South Dakota,2006,Geothermal,0.9
South Dakota,2007,Geothermal,0.9
South Dakota,2008,Geothermal,1.5
South Dakota,2009,Geothermal,1.6
South Dakota,2010,Geothermal,1.7
South Dakota,2011,Geothermal,2
South Dakota,2012,Geothermal,1.9
South Dakota,2013,Geothermal,1.9
South Dakota,2014,Geothermal,1.9
South Dakota,2015,Geothermal,1.9
South Dakota,2016,Geothermal,1.9
Tennessee,1960,Geothermal,0
Tennessee,1965,Geothermal,0
Tennessee,1970,Geothermal,0
Tennessee,1971,Geothermal,0
Tennessee,1972,Geothermal,0
Tennessee,1973,Geothermal,0
Tennessee,1974,Geothermal,0
Tennessee,1975,Geothermal,0
Tennessee,1976,Geothermal,0
Tennessee,1977,Geothermal,0
Tennessee,1978,Geothermal,0
Tennessee,1979,Geothermal,0
Tennessee,1980,Geothermal,0
Tennessee,1981,Geothermal,0
Tennessee,1982,Geothermal,0
Tennessee,1983,Geothermal,0
Tennessee,1984,Geothermal,0
Tennessee,1985,Geothermal,0
Tennessee,1986,Geothermal,0
Tennessee,1987,Geothermal,0
Tennessee,1988,Geothermal,0
Tennessee,1989,Geothermal,0
Tennessee,1990,Geothermal,0
Tennessee,1991,Geothermal,0
Tennessee,1992,Geothermal,0
Tennessee,1993,Geothermal,0
Tennessee,1994,Geothermal,0
Tennessee,1995,Geothermal,0
